id,hash_key,schema_version,record_type,source_name,source_url,title,published_date,summary,collected_at
1,f7f153110047a9e5b62c64ae71e7bb65bbd04a9d410112c2e5bf7b0431b58b03,1.0,NEWS,The Verge AI,https://www.theverge.com/ai-artificial-intelligence/994207/chatgpt-new-mexico-lawyer-fined-murder-appeal,Lawyer fined $5K over AI-hallucinated witnesses in a murder case,2026-09-11T20:44:25Z,"New Mexico's Supreme Court is punishing a lawyer for including AI-fabricated witnesses and fake police testimony in an appeal for his client's murder conviction, according to a report from Reuters . In a filing on Wednesday , the court fined Stephen Aarons $5,000 and held him in contempt for failing to ""verify the factual claims and legal authority in his AI-generated brief."" The filing says the b",2026-09-12T11:59:48.500426+00:00
2,5392551ae94fe7888c53330b5da95cf9b258410bd22c52924bc5f6e21a76f947,1.0,NEWS,The Verge AI,https://www.theverge.com/ai-artificial-intelligence/994064/anthropic-spent-this-week-in-hot-water-over-cybersecurity,Anthropic spent this week in hot water over cybersecurity,2026-09-11T16:55:17Z,"After admitting earlier this year that its AI models had hacked other companies' systems on a handful of occasions, Anthropic released a new report on Wednesday detailing the attacks. It reveals a string of incidents displaying what Anthropic deems its models' single-minded ""recklessness"" - and will likely fuel already raging concerns about cybersecurity and AI. In Anthropic's report, it detailed ",2026-09-12T11:59:48.501224+00:00
3,5628eb3b4186327402295e6b8be699ace7e6983a0a92d56c5582138093e58bf1,1.0,NEWS,The Verge AI,https://www.theverge.com/tech/993974/meta-ai-prompt-invasive-suggestions,Meta says it&#8217;s changing AI suggestions after posing invasive personal questions,2026-09-11T23:38:19Z,"Meta says it's making changes to the prompts suggested by its AI chatbot after a viral video showed it digging for personal information about a woman's young daughters, as reported earlier by Futurism . In a statement to The Verge , Meta spokesperson Dina El-Kassaby says the company ""missed the mark,"" adding that ""the feature never should have prompted the individual with questions like that."" Las",2026-09-12T11:59:48.501987+00:00
4,fd492952058021a282ad3ef3619ca49dd0c7f898e867ba147de242f3abf70a00,1.0,NEWS,The Verge AI,https://www.theverge.com/tech/993391/meta-muse-ai-hands-on,Meta’s Muse AI works and creeps me out,2026-09-11T16:08:47Z,"I turned my Muse assistant into a purple cat. | Screenshot: The Verge Meta has launched its new Muse assistant, marking the company's first real foray into AI-powered productivity tools. The company says its AI agent can ""take the busywork off your plate"" by helping you with online shopping , emails, trip-planning, and more. I decided to try out the new tool and see how well it performed - especia",2026-09-12T11:59:48.504690+00:00
